state,anchor_id,existing_ccss_id,verdict,confidence,recommended_ccss_id,rationale
WV,1.10.a,1.NBT.B.2.a,,,,"Unparseable response: Looking at the evidence:

1. **Text match**: The state standard text ""10 can be thought of as a bundle of ten ones—called a 'ten.'"" is nearly verbatim identical to 1.NBT.B.2.a, with very high embeddin"
NC,7.RP.2.a,7.RP.A.2.a,,,,"Unparseable response: Looking at this case carefully:

The tag being evaluated (7.RP.A.2.a) shows **0.0 lesson overlap** because the state standard has 0 lessons listed. However, the top-5 candidates section shows a **diff"
WI,6.RP.A.3.a,6.RP.A.3.a,confirmed,95.0,6.RP.A.3.a,"The state standard text is nearly identical to CCSS 6.RP.A.3.a, and the top-5 candidates show a perfect lesson overlap (1.0) between this state standard and 6.RP.A.3.a with 11 shared lessons. The zero lesson_overlap_pct shown for the tag being evaluated appears to be a data artifact (state has 0 lessons listed there vs. 11 in the candidates section), but the candidate row clearly shows full overlap, strongly confirming this tag."
CO,3.MD.C.6,3.MD.C.6,confirmed,99.0,3.MD.C.6,"The tag shows a perfect lesson overlap of 1.0 (all 8 lessons shared), the state standard text is identical to the CCSS text, and it ranks first among all candidates by both lesson overlap and embedding similarity — this is an unambiguous match."
AK,8.EE.3,8.EE.A.3,confirmed,99.0,8.EE.A.3,"The lesson overlap is perfect (1.0, all 5 lessons shared), the state standard text is virtually identical to the CCSS standard text, and 8.EE.A.3 ranks first in both similarity and lesson overlap with no competing candidates close to it."
ID,8.NS.A.2,8.NS.A.2,confirmed,99.0,8.NS.A.2,"The lesson overlap is perfect (1.0) with all 2 lessons shared, and the state standard text is nearly identical to the CCSS 8.NS.A.2 text, which also ranks first in embedding similarity at 0.843. All evidence strongly supports this tag."
MO,8.F.A.1.b,8.F.A.1,confirmed,97.0,8.F.A.1,"The lesson overlap is perfect (1.0) with all 4 state lessons matching all 4 CCSS lessons, which is the strongest possible signal. The state standard 'Determine if a relation is a function' is a direct sub-component of 8.F.A.1's definition of a function as assigning exactly one output to each input, making this alignment both content-appropriate and lesson-validated."
MT,2.MD.2,2.MD.A.2,confirmed,99.0,2.MD.A.2,"The state standard text is nearly identical to 2.MD.A.2, and the lesson overlap is perfect (1.0) with all shared lessons matching. This is ranked #1 in similarity candidates with no competing candidates showing any lesson overlap."
MO,5.NF.A.3,5.NBT.A.3.b,likely_correct,55.0,5.NBT.A.3.b,"The MO standard covers both fractions AND decimals to thousandths, so no single CCSS tag captures it fully. 5.NBT.A.3.b is the correct tag for the decimal comparison component (with modest lesson overlap of 0.1667), while 4.NF.A.2 dominates the lesson overlap (0.8333) for the fraction comparison component. Since 4.NF.A.2 is already a separate existing tag, keeping 5.NBT.A.3.b as an additional tag for the decimal portion is reasonable and likely correct."
IN,8.AF.6,8.F.B.4,confirmed,99.0,8.F.B.4,"The lesson overlap is perfect (1.0, all 3 lessons shared), and the state standard text closely mirrors the CCSS 8.F.B.4 text in both constructing a linear function and interpreting rate of change and y-intercept in context. This is a clear, well-supported match."
WV,8.12,8.F.A.2,likely_incorrect,95.0,8.EE.C.7.b,"The tag being evaluated (8.F.A.2) is about comparing properties of two functions in different representations, which has no relevance to the state standard about solving linear inequalities with rational number coefficients. It has 0% lesson overlap and doesn't appear in the top-5 candidates. The strongest match is 8.EE.C.7.b, which has 60% lesson overlap (9 of 9 CCSS lessons shared) and the highest embedding similarity, and already exists as another tag for this standard — it addresses nearly identical content to the state standard, differing only in equations vs. inequalities."
IA,8.EE.A.2,8.EE.A.2,confirmed,99.0,8.EE.A.2,"The tag has a perfect lesson overlap of 1.0 (all 5 lessons shared), ranks #1 among candidates, and the state standard text is essentially identical to the CCSS 8.EE.A.2 text with the highest embedding similarity score of 0.894. All evidence strongly confirms this alignment."
IN,2.M.1,2.MD.A.1,confirmed,82.0,2.MD.A.1,"The lesson overlap is perfect (1.0, with all 7 lessons shared), which is the strongest signal available and strongly supports this tag. While the text of 2.MD.A.1 focuses on selecting and using measuring tools (rulers, yardsticks, meter sticks) rather than explicitly describing relationships among units, the complete lesson overlap indicates the curriculum treats these standards as covering the same content, and no other candidate comes close on this metric."
MO,5.NBT.A.1,4.NBT.A.2,likely_correct,62.0,4.NBT.A.2,"The lesson overlap of 0.5 (5 of 6 CCSS lessons shared) is the strongest signal here and supports 4.NBT.A.2 as a reasonable match. However, the MO standard explicitly covers decimals to thousandths and numbers up to billions, which 4.NBT.A.2 (whole numbers only) doesn't fully capture — the combination of 4.NBT.A.2 and 5.NBT.A.3.a together better reflects the full scope, but as a standalone tag, 4.NBT.A.2 has the strongest lesson overlap evidence."
NC,K.G.6,K.G.B.6,confirmed,95.0,K.G.B.6,"The lesson overlap between NC K.G.6 and K.G.B.6 is 1.0 (all 4 lessons shared), which is the strongest possible signal. The state standard text 'Compose larger shapes from simple shapes' is semantically equivalent to K.G.B.6 'Compose simple shapes to form larger shapes,' and it ranks #2 in similarity candidates."
MO,7.DSP.C.7.b,7.SP.C.7.b,confirmed,99.0,7.SP.C.7.b,"The lesson overlap is perfect (1.0) with all 2 state lessons matching the 2 CCSS lessons, and the state standard text is nearly identical to 7.SP.C.7.b. No other candidate comes close in either lesson overlap or semantic similarity."
PA,2.1.6.E.3,6.NS.B.4,confirmed,90.0,6.NS.B.4,"The lesson overlap between the state standard and 6.NS.B.4 is 1.0 (7 of 7 lessons shared), which is the strongest possible signal and directly confirms this alignment. The content match is also strong — both standards address finding common factors and multiples, which is exactly what 6.NS.B.4 covers."
NJ,4.NF.A.1,4.NF.A.1,confirmed,99.0,4.NF.A.1,"The lesson overlap is perfect (1.0, all 5 lessons shared), the state standard text is virtually identical to CCSS 4.NF.A.1, and it ranks first among all candidates with the highest embedding similarity (0.82). All evidence strongly supports this tag."
KY,3.MD.4.b,3.MD.B.4,,,,"Unparseable response: Looking at this evidence:

The state standard 3.MD.4.b text (""Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch."") is clearly a subset of CCSS 3.MD."
OH,5.MD.3b,5.MD.C.3.b,confirmed,99.0,5.MD.C.3.b,"The state standard text is verbatim identical to CCSS 5.MD.C.3.b, and the lesson overlap is perfect (1.0) with all 5 lessons shared, making this an unambiguous match."
AK,2.NBT.5,2.NBT.B.5,confirmed,99.0,2.NBT.B.5,"The lesson overlap is perfect (1.0, with all 11 lessons shared), and the state standard text is nearly identical to CCSS 2.NBT.B.5. Both signals strongly confirm this tag."
WV,K.12,K.OA.A.5,confirmed,95.0,K.OA.A.5,"The top-5 candidates show K.OA.A.5 with both the highest embedding similarity (0.833) and 100% lesson overlap (2 of 2 lessons shared), making this an extremely strong match. The state standard text is nearly identical to K.OA.A.5, differing only in the added clarification of 'efficiently, flexibly, and accurately' and 'using various strategies.'"
LA,3.NF.A.3.c,3.NF.A.3.c,confirmed,99.0,3.NF.A.3.c,"The lesson overlap is perfect (1.0) with all 6 state lessons matching all 6 CCSS lessons, and the state standard text is essentially identical to the CCSS 3.NF.A.3.c text. This is the top-ranked candidate by both lesson overlap and embedding similarity."
IA,K.G.A.3,K.G.A.3,confirmed,99.0,K.G.A.3,"The tag K.G.A.3 has identical text to the state standard and shows perfect lesson overlap (1.0) with all 2 lessons shared, making this an unambiguous match. It also ranks #1 in embedding similarity at 0.832."
ND,2.GM.G.3,2.G.A.1,confirmed,95.0,2.G.A.1,"The lesson overlap is perfect (1.0, all 7 lessons shared), which is the strongest possible signal that these two standards align to the same curriculum content. While the state standard emphasizes 'composing' shapes and 2.G.A.1 emphasizes 'recognizing and drawing,' both share the same defining attribute framework (edges, angles, faces, vertices), and the complete lesson overlap confirms this is the correct CCSS alignment."
PA,2.2.8.B.2,8.EE.B.6,likely_incorrect,65.0,8.EE.B.5,"The tag being evaluated (8.EE.B.6) has 0% lesson overlap and doesn't appear in the top-5 candidates, while 8.EE.B.5 appears both as an existing tag and as the top-5 candidate with the highest lesson overlap (28.57%), making it a better fit for a standard about connections between proportional relationships, lines, and linear equations. However, the state standard's broad wording could encompass both 8.EE.B.5 and 8.EE.B.6, so the existing 8.EE.B.6 tag is likely redundant or incorrectly prioritized over 8.EE.B.5."
NJ,4.NBT.A.3,4.NBT.A.3,confirmed,99.0,4.NBT.A.3,"The tag shows perfect lesson overlap (1.0, all 4 lessons shared) and the state standard text is identical to the CCSS standard text, with the highest embedding similarity score (0.867) among all candidates. Every signal confirms this is the correct alignment."
PA,2.4.6.B.1,6.SP.A.1,likely_incorrect,75.0,6.SP.B.5.c,"6.SP.A.1 has zero lesson overlap and is not in the top-5 candidates, while the state standard's text emphasizes 'displaying, analyzing, and summarizing distributions' — which aligns much better with 6.SP.B.5.c (highest lesson overlap at 36%) and 6.SP.A.2 (27% lesson overlap). The tag being evaluated focuses narrowly on recognizing statistical questions, which is only tangentially related to the broader standard about statistical variability and distribution."
MT,6.EE.8,6.EE.B.8,confirmed,99.0,6.EE.B.8,"The state standard text is virtually identical to CCSS 6.EE.B.8, and the lesson overlap is perfect (1.0), with all shared lessons matching. This is the top-ranked candidate by both embedding similarity (0.90) and lesson overlap."
SD,K.CC.B.4.c,K.CC.B.4.c,confirmed,97.0,K.CC.B.4.c,"The state standard text is identical to the CCSS K.CC.B.4.c text, and the lesson overlap is strong (7 of 11 lessons shared, 46.7%), ranking first among all candidates with the highest embedding similarity score of 0.735741."
WV,5.6.b,5.NBT.A.3.b,confirmed,95.0,5.NBT.A.3.b,"The state standard text is virtually identical to 5.NBT.A.3.b, with an embedding similarity of 0.89, and the top-5 candidates show 100% lesson overlap (1 shared lesson out of 1) for this pairing, making this a strong match despite the conflicting overlap_pct shown in the tag evaluation section (which appears to reflect a data inconsistency)."
AK,1.NBT.2.c,1.NBT.B.2.c,confirmed,99.0,1.NBT.B.2.c,"The state standard text is virtually identical to CCSS 1.NBT.B.2.c, and the lesson overlap is perfect (1.0), with all 5 state lessons matching all 5 CCSS lessons. This is an unambiguous match."
RI,2.G.A.2,2.G.A.2,confirmed,99.0,2.G.A.2,"The tag shows perfect lesson overlap (1.0, all 3 lessons shared) and the state standard text is verbatim identical to the CCSS 2.G.A.2 text, with the highest embedding similarity score among all candidates. All evidence strongly supports this tag."
ME,3.7.NS.A.1b,7.NS.A.1.b,confirmed,95.0,7.NS.A.1.b,"The state standard text is identical to 7.NS.A.1.b, and the top-5 candidate list shows 7.NS.A.1.b with perfect lesson overlap (6/6 shared lessons, 1.0) and very high embedding similarity (0.904). The zero lesson overlap shown in the tag being evaluated appears to be a data artifact (state has 0 lessons listed), while the candidate row correctly shows 6 shared lessons."
NJ,7.EE.B.3,7.EE.B.3,confirmed,99.0,7.EE.B.3,"The lesson overlap is perfect (1.0, 7/7 lessons shared), the state standard text is nearly identical to the CCSS text, and 7.EE.B.3 ranks first among all candidates by both embedding similarity and lesson overlap. This is an unambiguous match."
WY,K.G.I.5,K.G.B.5,confirmed,99.0,K.G.B.5,"The state standard text is identical to K.G.B.5, and the lesson overlap is perfect (1.0) with all 4 lessons shared. No other candidate comes close in either text similarity or lesson overlap."
MO,K.GM.C.6,K.G.A.3,likely_incorrect,78.0,K.G.A.2,"K.G.A.3 has only 0.2222 lesson overlap and doesn't appear in the top-5 candidates, while K.G.A.2 ('Correctly name shapes regardless of their orientations or overall size') has 0.6667 lesson overlap and the highest embedding similarity (0.707), directly matching the state standard's language about naming shapes regardless of orientation or size. The existing tags K.G.A.1 and K.G.A.2 already cover the standard's content well, making K.G.A.3 an unlikely fit."
AZ,8.EE.C.8a,8.EE.C.8.a,confirmed,99.0,8.EE.C.8.a,"The tag has a perfect lesson overlap of 1.0 (all 8 lessons shared) and ranks #1 in similarity with a high embedding score of 0.863. The state standard text is also verbatim identical to the CCSS standard text, leaving no ambiguity."
PA,2.1.K.A.2,K.CC.B.4.a,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The top-5 candidates table shows K.CC.B.4.a has 35.71% lesson overlap (5 shared out of 8 state lessons / 11 CCSS lessons). This is the strongest signal"
KS,8.EE.4,8.EE.B.5,confirmed,99.0,8.EE.B.5,"The tag has perfect lesson overlap (1.0, with all 2 lessons shared) and the highest embedding similarity (0.885) among candidates. Additionally, the state standard text is nearly verbatim identical to 8.EE.B.5, making this an unambiguous match."
NJ,1.OA.D.8,1.OA.D.8,confirmed,99.0,1.OA.D.8,"The tag shows perfect lesson overlap (1.0, with all 5 lessons shared) and ranks first among all candidates with the highest embedding similarity (0.797668). The state standard text is nearly identical to the CCSS standard text, and no other candidate comes close in either lesson overlap or semantic similarity."
MS,3.NF.2a,3.NF.A.2.a,confirmed,99.0,3.NF.A.2.a,"The tag has a perfect lesson overlap of 1.0 (all 3 lessons shared) and the state standard text is essentially identical to the CCSS 3.NF.A.2.a text, with the highest embedding similarity score among all candidates. This is an unambiguous match."
KS,7.SP.6,7.SP.C.6,confirmed,99.0,7.SP.C.6,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text is nearly identical in content to 7.SP.C.6, covering long-run relative frequency, experimental vs. theoretical probability, and predicting relative frequency from probability. This is an unambiguous match."
ID,2.MD.A.1,2.MD.A.1,confirmed,99.0,2.MD.A.1,"The tag has perfect lesson overlap (1.0, all 7 lessons shared) and the highest embedding similarity (0.856) among all candidates, with identical standard text. This is an unambiguous match."
LA,6.NS.C.7.d,6.NS.C.7.d,confirmed,99.0,6.NS.C.7.d,"The tag has perfect lesson overlap (1.0) with all 2 lessons shared, and the state standard text is essentially identical to the CCSS standard text, making this an unambiguous match. No other candidate comes close in either lesson overlap or semantic similarity."
MO,6.EEI.A.2,6.EE.A.1,confirmed,92.0,6.EE.A.1,"The lesson overlap is perfect (1.0) with all 5 lessons shared between the state standard and 6.EE.A.1, which is the strongest possible signal. The embedding similarity is also the highest among candidates at 0.749, and both standards focus on writing/evaluating expressions with whole-number exponents, confirming this is a strong match."
IN,2.G.4,2.G.A.3,confirmed,99.0,2.G.A.3,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the text of the state standard is nearly identical to 2.G.A.3, with only minor wording differences. Both the strongest signal (lesson overlap) and semantic similarity (0.85) strongly confirm this tag."
SC,6.MGSR.3.1,6.NS.C.6.c,likely_incorrect,72.0,6.NS.C.6.b,"The top candidate 6.NS.C.6.b has the highest lesson overlap (0.6667, 4 of 6 state lessons shared) and addresses plotting ordered pairs in all four quadrants including understanding signs and reflections across axes, which closely matches the SC standard. The tagged 6.NS.C.6.c has moderate overlap (0.4444) but is not in the top-5 similarity candidates, and 6.NS.C.6.b better captures the 'all four quadrants' and 'identifying points by ordered pairs' emphasis of the state standard."
WV,2.25,2.G.A.1,confirmed,95.0,2.G.A.1,"The state standard text is nearly identical to 2.G.A.1, and the top-5 candidates show a perfect lesson overlap (7/7 shared lessons) between this state standard and 2.G.A.1, combined with the highest embedding similarity score of 0.88. The zero overlap shown in the tag evaluation row appears to be a data artifact (state listed as 0 lessons there vs. 7 lessons in the candidates table), but the candidates data confirms strong alignment."
WY,1.NBT.G.4,1.NBT.C.4,confirmed,99.0,1.NBT.C.4,"The lesson overlap is perfect (1.0, 22/22 shared lessons), the state standard text is nearly identical to CCSS 1.NBT.C.4, and it ranks first in both similarity and lesson overlap with no other candidate coming close."
KS,6.RP.3,6.RP.A.3,confirmed,99.0,6.RP.A.3,"The lesson overlap is perfect (1.0, with all 11 lessons shared), and the text of the KS standard is virtually identical to CCSS 6.RP.A.3. No other candidate comes close in either lesson overlap or text similarity."
MT,1.NBT.2.c,1.NBT.B.2.c,confirmed,99.0,1.NBT.B.2.c,"The tag has perfect lesson overlap (1.0, all 5 lessons shared) and the state standard text is virtually identical to the CCSS text, making this an unambiguous match."
IA,3.MD.C.5.b,3.MD.C.5.b,confirmed,99.0,3.MD.C.5.b,"The tag has perfect lesson overlap (1.0, all 5 lessons shared) and ranks #1 in similarity candidates with an embedding score of 0.879. Additionally, the text of the state standard is identical to the CCSS standard text, making this an unambiguous match."
ND,4.AR.OA.4,4.OA.B.4,confirmed,99.0,4.OA.B.4,"The lesson overlap is perfect (1.0) with all 5 state lessons matching all 5 CCSS lessons, and the state standard's content (factor pairs, multiples, prime/composite classification) directly mirrors 4.OA.B.4's content, with the only difference being a narrower range (1-36 vs 1-100). No other candidate comes close in either lesson overlap or semantic similarity."
SC,6.PAFR.2.8,6.RP.A.3,confirmed,90.0,6.RP.A.3,"6.RP.A.3 ranks first in both embedding similarity (0.709) and lesson overlap (41.7%, 10 shared lessons), and the text of the state standard ('Solve ratio and rate problems in real-world situations') directly mirrors the language of 6.RP.A.3. The other existing tags (6.RP.A.3.a and 6.RP.A.3.b) are sub-standards of 6.RP.A.3, making this parent standard a natural and well-supported alignment."
IA,3.G.A.2,3.G.A.2,confirmed,99.0,3.G.A.2,"The lesson overlap is perfect (1.0, with all 10 lessons shared), and the state standard text is nearly identical to CCSS 3.G.A.2. This is the top-ranked candidate with the highest embedding similarity, leaving no ambiguity."
WI,8.EE.C.8.a,8.EE.C.8.a,confirmed,95.0,8.EE.C.8.a,"The tag text is identical to the CCSS standard text (embedding similarity 0.896), and the top-5 candidate for 8.EE.C.8.a shows 100% lesson overlap (8/8 shared lessons) when the state standard has lessons assigned. The zero overlap in the tag being evaluated appears to be a data artifact where the state standard has 0 lessons listed, but the candidate row confirms full alignment."
MS,2.NBT.2,2.NBT.A.2,confirmed,99.0,2.NBT.A.2,"The lesson overlap is perfect (1.0, all 9 lessons shared), and the state standard text is a direct extension/refinement of the CCSS 2.NBT.A.2 text covering the same core skill of counting within 1000 and skip-counting by 5s, 10s, and 100s. No other candidate comes close in either lesson overlap or semantic similarity."
AR,3.CAR.6,3.OA.A.3,confirmed,99.0,3.OA.A.3,"The lesson overlap is perfect (1.0) with all 13 lessons shared between the state standard and 3.OA.A.3, and the text of both standards is nearly identical in scope (multiplication and division within 100, equal groups, arrays, real-world problems). No other candidate comes close in lesson overlap."
MA,4.NF.B.3.b,4.NF.B.3.b,confirmed,99.0,4.NF.B.3.b,"The lesson overlap is perfect (1.0, all 12 lessons shared), the state standard text is nearly identical to the CCSS text, and the embedding similarity score of 0.81 is the highest among all candidates by a wide margin. All evidence strongly supports this tag."
RI,7.NS.A.1.a,7.NS.A.1.a,confirmed,99.0,7.NS.A.1.a,"The lesson overlap is perfect (1.0) with all 2 lessons shared, and the state standard text is virtually identical to the CCSS 7.NS.A.1.a text. No other candidate comes close in either lesson overlap or text similarity."
WV,7.5.d,7.NS.A.2.d,confirmed,95.0,7.NS.A.2.d,"The state standard text is an exact verbatim match to 7.NS.A.2.d, and the top-5 candidates show a perfect lesson overlap (1.0) for this pairing with the highest embedding similarity (0.872661). The zero overlap shown in the tag being evaluated appears to be a data artifact, as the top-5 table correctly shows 3 shared lessons for the same CCSS standard."
OH,8.EE.5,8.EE.B.5,confirmed,99.0,8.EE.B.5,"The lesson overlap is perfect (1.0) with all 2 lessons shared, and the text is nearly identical between the state standard and 8.EE.B.5, with an embedding similarity of 0.894. No other candidate comes close in either metric."
MT,8.G.4,8.G.A.4,confirmed,99.0,8.G.A.4,"The state standard text is identical to CCSS 8.G.A.4, and the lesson overlap is perfect (1.0) with all 4 lessons shared, making this an unambiguous match."
NC,5.NBT.3,5.NBT.A.3.b,likely_correct,62.0,5.NBT.A.3.b,"The state standard 5.NBT.3 covers reading, writing, AND comparing decimals to thousandths, making 5.NBT.A.3.b a partial but legitimate match since comparing is explicitly part of the standard. The lesson overlap (0.25, 1 shared lesson) provides modest support, and the tag ranks 3rd in similarity candidates. However, 5.NBT.A.3 (the parent standard with identical text) and 5.NBT.A.3.a (higher lesson overlap at 0.75) are also tagged for this same standard, suggesting the combination of all three sub-standards is appropriate coverage."
CO,8.G.B.7,8.G.B.7,confirmed,99.0,8.G.B.7,"The tag has perfect lesson overlap (1.0, all 7 lessons shared) and the highest embedding similarity (0.91) among all candidates. The state standard text is identical to the CCSS standard text, making this an unambiguous match."
NC,7.SP.8.a,7.SP.C.8.a,confirmed,95.0,7.SP.C.8.a,"The state standard text is virtually identical to 7.SP.C.8.a, with an embedding similarity of 0.935 (highest among candidates). The lesson overlap data in the top-5 table shows 1.0 overlap (1 shared lesson out of 1) for this pairing, strongly confirming the match despite the tag's own overlap row showing 0 shared lessons (likely a data artifact from different state lesson counts)."
PA,2.1.1.B.2,1.NBT.B.2,confirmed,88.0,1.NBT.B.2,"The top-5 candidates show 1.NBT.B.2 has a 65% lesson overlap with the state standard (13 of 20 lessons shared), which is strong evidence of alignment. The state standard text directly mirrors 1.NBT.B.2's content (place-value concepts for tens and ones in two-digit numbers, plus comparison), and the tag appears as rank 2 in the similarity candidates. The zero overlap shown in the tag-being-evaluated section appears to be a data discrepancy with the top-5 table, which is the more reliable source."
NC,5.MD.1,5.MD.A.1,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The tag being evaluated (5.MD.A.1) shows 0.0 lesson overlap (state has 0 lessons, CCSS has 7, 0 shared). However, there's an anomaly - the top-5 candid"
NC,4.NBT.5,4.NBT.B.5,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The tag being evaluated shows 0.0 lesson overlap (state has 0 lessons, CCSS has 19, 0 shared). However, the top-5 candidates table shows a different pi"
IN,2.CA.3,2.NBT.B.9,confirmed,92.0,2.NBT.B.9,"The lesson overlap is perfect (1.0, with all 10 state lessons shared with 2.NBT.B.9's 10 lessons), which is the strongest signal available. While 1.OA.B.3 might seem like a closer conceptual match based on text (explicitly mentioning commutative and associative properties), it has 0% lesson overlap, whereas 2.NBT.B.9 aligns completely in curriculum coverage."
ID,6.NS.C.7.d,6.NS.C.7.d,confirmed,99.0,6.NS.C.7.d,"The state standard text is identical to the CCSS 6.NS.C.7.d text, and the lesson overlap is perfect (1.0), with all 2 lessons shared. This is the strongest possible evidence for a correct alignment."
MS,3.MD.6,3.MD.C.6,confirmed,99.0,3.MD.C.6,"The tag has a perfect lesson overlap of 1.0 (all 8 lessons shared), ranks #1 in similarity candidates, and the state standard text is verbatim identical to the CCSS standard text, providing overwhelming evidence that this is the correct alignment."
KS,2.MD.11,2.MD.D.10,confirmed,99.0,2.MD.D.10,"The state standard text is virtually identical to 2.MD.D.10, and the lesson overlap is perfect (1.0) with all 4 lessons shared, making this an unambiguous match. The embedding similarity of 0.92 further confirms the alignment."
AL,7.DSP.10.a,7.SP.A.1,confirmed,92.0,7.SP.A.1,"The lesson overlap is perfect (1.0), with all 4 state standard lessons matching all 4 CCSS lessons for 7.SP.A.1. The CCSS standard directly addresses the concept of distinguishing samples from populations and understanding their relationship, which aligns well with the state standard's focus on differentiating between a sample and a population."
SD,8.F.B.5,8.F.B.5,confirmed,99.0,8.F.B.5,"The state standard text is identical to the CCSS 8.F.B.5 text, and the lesson overlap is perfect (1.0) with all 2 lessons shared, making this an unambiguous match. The embedding similarity of 0.88 further corroborates the alignment."
MS,2.OA.4,2.OA.C.4,confirmed,99.0,2.OA.C.4,"The state standard text is identical to 2.OA.C.4, and the lesson overlap is perfect (1.0) with all 14 lessons shared between the state standard and the CCSS standard, providing the strongest possible evidence for this alignment."
AR,7.PR.7,7.RP.A.2.d,confirmed,99.0,7.RP.A.2.d,"The state standard text is nearly identical to 7.RP.A.2.d, and the lesson overlap is perfect (1.0) with all 3 lessons shared, making this an unambiguous match. No other candidate comes close in either text similarity or lesson overlap."
IN,1.CA.2,1.OA.C.5,likely_incorrect,78.0,1.OA.A.1,"1.OA.C.5 (relating counting to addition/subtraction) does not match the state standard's focus on solving real-world word problems with unknowns in all positions — that content is squarely captured by 1.OA.A.1, which has the highest lesson overlap (52%) and highest embedding similarity (0.75). The tag for 1.OA.C.5 is not in the top-5 candidates and its lesson overlap (33%) is inflated by the broad state standard scope rather than indicating genuine conceptual alignment."
AR,2.DA.1,2.MD.D.10,confirmed,90.0,2.MD.D.10,"The lesson overlap of 0.6667 (4 out of 6 shared lessons) strongly supports this tag, and the standard text closely matches — both reference bar graphs, picture graphs, and data sets with up to four categories at grade 2. The 2.MD.D.9 tag also exists to cover the line plot component of the state standard, making this a valid many-to-one alignment."
ID,8.G.A.4,8.G.A.4,confirmed,99.0,8.G.A.4,"The lesson overlap is perfect (1.0), with all 4 state lessons matching all 4 CCSS lessons, and the state standard text is nearly identical to the CCSS 8.G.A.4 text. This is the clear and unambiguous correct tag."
ME,7.5.NBT.B.5,5.NBT.B.5,confirmed,95.0,5.NBT.B.5,"The state standard text is an exact word-for-word match with 5.NBT.B.5, and the top-5 candidates show 5.NBT.B.5 has a 1.0 lesson overlap with the state standard (5 of 5 lessons shared) and the highest embedding similarity (0.859). The zero lesson overlap shown in the tag-being-evaluated row appears to be a data artifact, as the shared context clearly shows full lesson overlap for this pairing."
MA,6.SP.A.2,6.SP.A.2,confirmed,99.0,6.SP.A.2,"The tag shows perfect lesson overlap (1.0) with all 6 lessons shared between the state standard and 6.SP.A.2, and the highest embedding similarity (0.879) among all candidates. The state standard text is essentially identical to the CCSS standard text, with only minor additions specifying examples of center and spread measures."
SD,4.NF.B.4.a,4.NF.B.4.a,confirmed,99.0,4.NF.B.4.a,"The lesson overlap is perfect (1.0), with all shared lessons matching between the state standard and 4.NF.B.4.a, and the state standard text directly mirrors the CCSS text about understanding a fraction as a multiple of 1/b. No other candidate comes close in lesson overlap."
NY,2.NBT.5,2.NBT.B.5,,,,"Unparseable response: The text of the state standard is identical to 2.NBT.B.5. However, the lesson_overlap_pct shows 0.0 for the tag being evaluated (state has 0 lessons), while the top-5 candidates show the same standard"
MA,3.MD.D.8,3.MD.D.8,confirmed,99.0,3.MD.D.8,"The lesson overlap is perfect (1.0, with all 7 lessons shared), the text is essentially identical between the state standard and CCSS 3.MD.D.8, and the embedding similarity is very high (0.863). All evidence strongly supports this tag."
SD,6.RP.A.3.b,6.RP.A.3.b,confirmed,99.0,6.RP.A.3.b,"The lesson overlap is perfect (1.0) with all 8 lessons shared between the state standard and 6.RP.A.3.b, and the state standard text is essentially identical to the CCSS text. This is unambiguous alignment with the strongest possible evidence."
AR,5.NPV.6,5.NF.B.5.a,likely_incorrect,78.0,5.NF.B.5.b,"The tag being evaluated (5.NF.B.5.a) has a 63.6% lesson overlap, but 5.NF.B.5.b has a 90.9% lesson overlap (10 of 11 lessons shared) and its text directly matches the state standard's focus on explaining why multiplying by fractions greater than or less than one produces specific results using visual models. The state standard's language about 'product of multiplying a whole number by a fraction greater than and less than one' aligns far more closely with 5.NF.B.5.b than with 5.NF.B.5.a, which focuses on comparing factor sizes without performing multiplication."
MA,8.EE.B.5,8.EE.B.5,confirmed,99.0,8.EE.B.5,"The lesson overlap is perfect (1.0) with all 2 lessons shared, and the embedding similarity is 0.891, the highest among all candidates. The state standard text is nearly identical to the CCSS standard text, and no other candidate comes close on any metric."
SC,8.MGSR.3.4,8.G.A.1,likely_incorrect,65.0,8.G.A.3,"The existing tag 8.G.A.1 has 0% lesson overlap and doesn't appear in the top-5 candidates, providing no positive evidence for the match. The SC standard specifically addresses reflecting figures with respect to the x-axis and/or y-axis, which aligns most closely with 8.G.A.3 ('Describe the effect of...reflections on two-dimensional figures using coordinates'), as the coordinate-specific nature of reflecting across axes is a key feature of 8.G.A.3 rather than the more general 8.G.A.1. However, 8.G.A.3 also shows 0% lesson overlap, making this uncertain."
WV,4.16,4.NF.C.5,,,,"Unparseable response: Looking at this evidence:

The state standard text for WV 4.16 is essentially verbatim identical to CCSS 4.NF.C.5 - both describe expressing fractions with denominator 10 as equivalent fractions with "
SC,7.MGSR.1.2,7.G.B.4,confirmed,82.0,7.G.B.4,"7.G.B.4 is the top-ranked candidate with the highest lesson overlap (42.86%, 3 of 4 state lessons shared) and the strongest embedding similarity (0.558). No other candidate has any lesson overlap, making 7.G.B.4 clearly the best match despite the SC standard focusing specifically on radius/diameter/circumference relationships rather than area formulas."
